"Employee ID","Year","Title","AY Salary","HR Department","Age","Ethnicity","Marital Status","Religious Preference","Sex","Country of Citizenship"
1027,2018,"Lecturer",47190,NA,68,"Not Specified","Married",NA,"Male","United States"
1228,2018,"Lecturer",47042,"Department 34",50,"White","Married",NA,"Male","United States"
2525,2018,"Senior Lecturer",46979,NA,40,"White","Single","No Preference Indicated","Female","United States"
166,2018,"Lecturer",46800,"Department 26",40,"White","Single",NA,"Male","United States"
2091,2018,"Lecturer",46495,NA,42,"Hispanic/Latino","Married",NA,"Female","United States"
2370,2018,"Senior Lecturer",46392,NA,46,"White","Married",NA,"Female","United States"
2392,2018,"Lecturer",46253,"Department 31",42,"White","Married",NA,"Female","United States"
1087,2018,"Lecturer",46215,"Department 34",47,"Not Specified","Married",NA,"Male","Canada"
2350,2018,"Lecturer",46203,"Department 46",44,"Hispanic/Latino","Single",NA,"Female","United States"
687,2018,"Senior Lecturer",46013,NA,65,"White","Married",NA,"Female","United States"
2313,2018,"Asst Professor Of Practice",46000,NA,44,"Asian","Married",NA,"Female","United States"
2583,2018,"Lecturer",46000,"Department 42",45,"Asian","Single",NA,"Female","Japan"
3025,2018,"Lecturer",46000,NA,55,"White","Single",NA,"Female","United States"
773,2018,"Lecturer",46000,"Department 42",49,"White","Married",NA,"Female","Bosnia and Herzegovina"
679,2018,"Lecturer",45988,NA,55,"White","Single","No Preference Indicated","Female","United States"
2573,2018,"Lecturer",45853,"Department 47",43,"White","Married",NA,"Female","United States"
1588,2018,"Professor",45579,NA,73,"White","Single",NA,"Female","United States"
492,2018,"Lecturer",45500,NA,40,"White","Single",NA,"Female","United States"
1895,2018,"Lecturer",44941,NA,62,"White","Married",NA,"Female","United States"
300,2018,"Lecturer",44912,NA,43,"White","Single","Catholic, Roman","Male","United States"
2217,2018,"Lecturer",44802,"Department 42",45,"Hispanic/Latino","Single",NA,"Male","United States"
3029,2018,"Lecturer",44710,NA,41,"White","Single",NA,"Female","United States"
2615,2018,"Associate Professor",44582,NA,83,"White","Married",NA,"Male","United States"
514,2018,"Lecturer",43952,"Department 40",44,"White","Married","No Preference Indicated","Female","United States"
2252,2018,"Lecturer",43887,NA,38,"White","Married",NA,"Female","United States"
2291,2018,"Lecturer",43692,NA,42,"Asian","Single",NA,"Female","Morocco"
2566,2018,"Lecturer",43344,NA,54,"Hispanic/Latino","Single",NA,"Female","United States"
1352,2018,"Lecturer",43210,NA,44,"White","Married","Unitarian Universalist","Female","United States"
1281,2018,"Lecturer",43138,NA,53,"White","Single",NA,"Male","United States"
863,2018,"Lecturer",43138,"Department 50",64,"White","Married","No Preference Indicated","Female","United States"
2242,2018,"Instructor",43113,"Department 6",37,"White","Married","Catholic, Roman","Female","United States"
2850,2018,"Lecturer",43106,NA,46,"White","Single","No Preference Indicated","Female","United States"
1723,2018,"Lecturer",42854,NA,46,"Black/African American","Single",NA,"Female","United States"
1404,2018,"Lecturer",42854,"Department 42",48,"White","Married",NA,"Female","United States"
1404,2018,"Lecturer",42854,NA,49,"Hispanic/Latino","Married",NA,"Female","United States"
344,2018,"Senior Lecturer",42835,"Department 8",53,"White","Married","Latter Day Saints (Mormon)","Male","United States"
344,2018,"Senior Lecturer",42835,NA,33,"White","Single",NA,"Male","United States"
3210,2018,"Lecturer",42423,NA,45,"White","Married",NA,"Male","United States"
1046,2018,"Associate Professor",41928,NA,80,"White","Married",NA,"Male","United States"
634,2018,"Lecturer",41773,NA,41,"Asian","Single",NA,"Female","Philippines"
336,2018,"Instructor",41471,"Department 59",45,"White","Married",NA,"Male","United States"
1401,2018,"Lecturer",41299,NA,52,"White","Married","No Preference Indicated","Female","United States"
949,2018,"Lecturer",41101,"Department 41",48,"White","Unknown",NA,"Female","United States"
2300,2018,"Professor",40603,"Department 41",59,"Hispanic/Latino","Single",NA,"Female","United States"
930,2018,"Associate Clinical Professor",38117,NA,82,"White","Married",NA,"Female","United States"
362,2018,"Associate Professor",38070,NA,55,"White","Married",NA,"Male","United States"
1898,2018,"Associate Professor",36042,NA,72,"White","Married",NA,"Female","United States"
580,2018,"Assistant Professor",32654,"Department 22",46,"White","Married",NA,"Female","United States"
2284,2018,"Senior Lecturer",31689,"Department 46",58,"Not Specified","Married",NA,"Female","United States"
2542,2018,"Lecturer",30063,NA,72,"White","Married",NA,"Male","United States"
1506,2018,"Lecturer",23970,"Department 108",47,"Hispanic/Latino","Single",NA,"Male","United States"
643,2018,"Lecturer",23519,NA,45,"Two or More","Single",NA,"Female","United States"
2020,2018,"Senior Lecturer",23479,"Department 25",58,"White","Married",NA,"Female","United States"
3108,2018,"Instructor",19513,NA,55,"White","Married","No Preference Indicated","Male","United States"
1579,2018,"Asst Professor Of Practice",10926,"Department 16",40,"Two or More","Married","No Preference Indicated","Male","United States"
2663,2018,"Instructor",3010,NA,63,"White","Single","No Preference Indicated","Female","United States"
2983,2018,"Instructor",2659,NA,41,"Asian","Married",NA,"Male","India"
397,2019,"Regents' Professor",230000,"Department 6",57,"White","Married",NA,"Male","United States"
2469,2019,"Er/Rr Cowden Prof, Regents Prf",229407,"Department 6",69,"White","Married",NA,"Male","United States"
3211,2019,"Regents' Professor",219904,NA,77,"White","Married",NA,"Male","United States"
3243,2019,"Professor",210000,NA,67,"Asian","Married",NA,"Male","United States"
181,2019,"Professor",200000,"Department 20",54,"White","Married",NA,"Male",NA
1557,2019,"Professor",177326,"Department 4",62,"Two or More","Married",NA,"Female","United States"
1359,2019,"Professor",173000,NA,54,"Hispanic/Latino","Married",NA,"Female","United States"
331,2019,"Professor",166489,NA,70,"White","Married",NA,"Male","United States"
3081,2019,"Regents' Professor",165279,NA,77,"White","Married",NA,"Male","United States"
2816,2019,"Professor",164800,"Department 20",65,"White","Married",NA,"Male","United States"
1234,2019,"Professor",161064,"Department 8",76,"White","Married",NA,"Male","United States"
1814,2019,"Professor",156365,NA,78,"White","Separated",NA,"Male","United States"
1657,2019,"Professor",154757,NA,69,"White","Married",NA,"Female","United States"
483,2019,"Professor",152594,"Department 6",58,"White","Married",NA,"Male","United States"
86,2019,"Professor",152280,NA,73,"White","Single",NA,"Male","United States"
2309,2019,"Professor",152219,NA,67,"White","Married",NA,"Female","United States"
2105,2019,"Professor",151319,NA,67,"White","Married",NA,"Male","United States"
2769,2019,"Assistant Professor",150000,"Department 1",36,"White","Single",NA,"Female","United States"
1712,2019,"Professor",150000,"Department 20",62,"White","Married",NA,"Male","United States"
622,2019,"Professor",149034,"Department 1",67,"White","Married",NA,"Male","United States"
2688,2019,"Professor",146338,NA,66,"White","Single",NA,"Female","United States"
1025,2019,"Professor",145000,NA,51,"Not Specified","Unknown",NA,"Male","France"
1496,2019,"Professor",144487,"Department 8",75,"White","Married",NA,"Male","United States"
2243,2019,"Professor",144459,"Department 6",57,"White","Married",NA,"Female","United States"
738,2019,"Professor",142199,"Department 6",53,"White","Married","No Preference Indicated","Male","United States"
1226,2019,"Associate Professor",142005,NA,53,"White","Married",NA,"Male","United States"
1032,2019,"Professor",140000,"Department 59",50,"Not Specified","Married",NA,"Male","United States"
2380,2019,"Professor",140000,"Department 4",70,"White","Widowed",NA,"Female","United States"
1041,2019,"Professor",138728,"Department 7",67,"White","Single","No Preference Indicated","Male","United States"
1256,2019,"Professor",137500,"Department 6",63,"White","Married",NA,"Female","United States"
698,2019,"Associate Professor",136519,NA,65,"White","Married",NA,"Male","United States"
623,2019,"Clinical Professor",133397,NA,76,"White","Widowed",NA,"Male","United States"
2183,2019,"Professor",130593,NA,74,"Black/African American","Single",NA,"Male","United States"
3256,2019,"Regents' Professor",130367,NA,71,"White","Married",NA,"Male","United States"
666,2019,"Professor",130000,NA,68,"White","Married",NA,"Male","United States"
697,2019,"Professor",129227,"Department 8",55,"White","Married",NA,"Male","United States"
302,2019,"Associate Professor",128750,"Department 20",43,"White","Married",NA,"Male","United States"
52,2019,"Associate Professor",128000,"Department 20",49,"White","Married",NA,"Male","United States"
401,2019,"Professor",127440,"Department 14",66,"White","Married",NA,"Male","United States"
324,2019,"Principal Lecturer",126142,NA,67,"White","Married",NA,"Female","United States"
3005,2019,"Professor",125979,"Department 8",64,"Not Specified","Married",NA,"Female","United States"
560,2019,"Professor",125734,"Department 8",61,"White","Married",NA,"Male","United States"
1050,2019,"Professor",125158,NA,68,"White","Married",NA,"Male","United States"
2496,2019,"Professor",125123,"Department 15",74,"White","Married",NA,"Male","United States"
368,2019,"Professor",125022,"Department 8",46,"White","Married",NA,"Male","United States"
2505,2019,"Professor",125000,NA,59,"Asian","Married",NA,"Female","United States"
2546,2019,"Professor",124000,"Department 104",71,"American Indian/Alaska Native","Married",NA,"Male","United States"
3196,2019,"Professor",123943,NA,70,"White","Single",NA,"Female","United States"
2349,2019,"Professor",122421,NA,71,"White","Married",NA,"Male","United States"
2541,2019,"Professor",120946,"Department 16",70,"White","Married",NA,"Male","United States"
218,2019,"Professor",120000,NA,61,"White","Single",NA,"Female","United States"
87,2019,"Professor",119958,NA,76,"White","Married",NA,"Male","United States"
313,2019,"Professor Of Practice",117203,"Department 20",69,"White","Married",NA,"Male","United States"
692,2019,"Regents' Professor",116418,"Department 22",64,"White","Married",NA,"Male","United States"
3093,2019,"Associate Professor",116135,NA,57,"White","Single",NA,"Male","United States"
844,2019,"Professor",115403,"Department 20",59,"White","Married","No Preference Indicated","Male","United States"
1990,2019,"Associate Professor",115000,"Department 20",47,"Hispanic/Latino","Married",NA,"Male","Brazil"
1377,2019,"Assistant Professor",115000,"Department 8",49,"White","Married",NA,"Male","United States"
1049,2019,"Asst Professor Of Practice",115000,NA,63,"White","Married",NA,"Male","United States"
2396,2019,"Professor",114873,NA,76,"White","Married",NA,"Male","United States"
2990,2019,"Associate Professor",114778,NA,72,"Asian","Married",NA,"Male","United States"
3064,2019,"Professor",114108,NA,70,"White","Married",NA,"Male","United States"
2310,2019,"Professor",114106,NA,66,"White","Married",NA,"Female","United States"
829,2019,"Regents' Professor",113788,NA,72,"White","Married",NA,"Male","United States"
2074,2019,"Professor",113705,"Department 25",70,"White","Single",NA,"Male","United States"
343,2019,"Professor",113038,"Department 2",61,"White","Married",NA,"Male","United States"
3231,2019,"Professor",112407,NA,78,"White","Married",NA,"Male","United States"
56,2019,"Professor",111972,"Department 26",61,"Hispanic/Latino","Married",NA,"Male","United States"
383,2019,"Professor",111632,"Department 16",65,"White","Divorced",NA,"Female","United States"
2957,2019,"Professor",111467,"Department 9",62,"White","Married",NA,"Male","United States"
2454,2019,"Regents' Professor",111397,NA,73,"White","Married",NA,"Male","United States"
3214,2019,"Professor",111207,NA,85,"White","Single",NA,"Male","United States"
929,2019,"Senior Lecturer",110959,"Department 1",55,"White","Married","Protestant (Unspecified)","Female","United States"
704,2019,"Professor",110725,NA,70,"Hispanic/Latino","Divorced",NA,"Male","United States"
704,2019,"Professor",110725,NA,39,"Hispanic/Latino","Unknown",NA,"Male",NA
708,2019,"Professor",110387,NA,77,"White","Single",NA,"Male","United States"
1151,2019,"Professor",110256,"Department 27",68,"White","Married",NA,"Female","United States"
1026,2019,"Professor",110047,NA,66,"White","Married",NA,"Male","United States"
2648,2019,"Professor",109861,"Department 26",62,"White","Married",NA,"Male","United States"
1470,2019,"Professor",108983,NA,63,"Not Specified","Single",NA,"Male","United States"
2457,2019,"Research Professor",108980,"Department 6",69,"White","Single",NA,"Male","United States"
2606,2019,"Professor",108423,"Department 25",71,"White","Married",NA,"Male","United States"
2413,2019,"Associate Clinical Professor",108248,NA,55,"White","Married",NA,"Female","United States"
1978,2019,"Associate Professor",108233,"Department 8",44,"Asian","Married",NA,"Female","China"
1230,2019,"Assistant Clinical Professor",108232,NA,83,"White","Married",NA,"Male","United States"
2964,2019,"Professor",108101,"Department 27",58,"White","Married",NA,"Male","United States"
431,2019,"Asst Professor Of Practice",108000,NA,53,"Black/African American","Single",NA,"Female","United States"
2042,2019,"Professor",107971,NA,72,"White","Married",NA,"Male","United States"
2786,2019,"Senior Lecturer",107811,NA,45,"White","Single",NA,"Female","United States"
853,2019,"Professor",107810,"Department 16",48,"White","Single",NA,"Male","United States"
2504,2019,"Professor",107753,NA,68,"White","Single",NA,"Female","United States"
2401,2019,"Professor",107509,NA,71,"American Indian/Alaska Native","Married",NA,"Female","United States"
1052,2019,"Professor",107500,NA,73,"White","Married",NA,"Female","United States"
437,2019,"Professor",107463,"Department 11",66,"White","Married",NA,"Female","United States"
2869,2019,"Professor",106690,NA,65,"Asian","Married",NA,"Female","United States"
1369,2019,"Senior Lecturer",106383,NA,57,"White","Single","No Preference Indicated","Female","United States"
1813,2019,"Professor",106324,"Department 27",76,"White","Divorced",NA,"Male","United States"
1813,2019,"Professor",106324,NA,44,"Hispanic/Latino","Unknown","Catholic, Roman","Male","United States"
1061,2019,"Professor",105756,"Department 6",69,"White","Married",NA,"Male","United States"
1449,2019,"Professor",105738,NA,75,"White","Married",NA,"Male","United States"
3051,2019,"Professor",105636,"Department 16",69,"White","Married","No Preference Indicated","Male","United States"
360,2019,"Professor",105416,NA,63,"White","Married",NA,"Male","United States"
2956,2019,"Professor",105270,NA,70,"White","Married",NA,"Male","United States"
1770,2019,"Professor",105252,NA,63,"White","Married",NA,"Female","United States"
2459,2019,"Professor",105165,NA,63,"White","Married",NA,"Male","United States"
2052,2019,"Associate Professor",105000,"Department 9",44,"White","Married",NA,"Male","United States"
2972,2019,"Professor",104819,NA,69,"White","Married",NA,"Male","United States"
1754,2019,"Professor",104732,NA,79,"White","Divorced",NA,"Male","United States"
465,2019,"Professor",104621,"Department 6",64,"White","Married",NA,"Female","United States"
2199,2019,"Professor",104611,NA,69,"White","Married",NA,"Male","United States"
832,2019,"Professor",104080,NA,81,"White","Married",NA,"Male","United States"
1262,2019,"Professor",103892,"Department 2",63,"American Indian/Alaska Native","Married",NA,"Female","United States"
2611,2019,"Professor",103466,NA,75,"White","Single",NA,"Male","United States"
2598,2019,"Professor",103315,NA,73,"White","Married",NA,"Male","United States"
1760,2019,"Professor",103081,NA,72,"White","Divorced",NA,"Female","United States"
544,2019,"Assistant Professor",103000,"Department 20",46,"White","Married",NA,"Male","United States"
739,2019,"Lecturer",103000,NA,44,"White","Married",NA,"Male","United States"
3066,2019,"Professor",102922,NA,74,"White","Married",NA,"Male","United States"
2092,2019,"Professor",102863,NA,71,"Not Specified","Married",NA,"Female","United States"
2452,2019,"Professor",102709,"Department 28",80,"White","Married",NA,"Female","United States"
3192,2019,"Professor",102551,"Department 29",82,"White","Married",NA,"Male","United States"
3238,2019,"Associate Professor",102550,NA,52,"Asian","Married",NA,"Female","United States"
3213,2019,"Professor",102326,NA,76,"White","Separated",NA,"Male","United States"
3075,2019,"Professor",102173,NA,65,"White","Married",NA,"Male","United States"
1478,2019,"Professor",102144,"Department 30",80,"White","Married",NA,"Male","United States"
3098,2019,"Professor",102131,NA,72,"White","Single",NA,"Male","United States"
3208,2019,"Professor",101892,NA,73,"American Indian/Alaska Native","Married",NA,"Male","United States"
2473,2019,"Professor",101697,NA,69,"White","Single",NA,"Male","United States"
2156,2019,"Professor",101509,NA,55,"White","Single",NA,"Female","United States"
396,2019,"Professor",101378,NA,73,"White","Married",NA,"Male","United States"
1894,2019,"Professor",101350,NA,72,"American Indian/Alaska Native","Divorced",NA,"Female","United States"
1598,2019,"Professor",101260,"Department 30",71,"White","Married",NA,"Female","United States"
1184,2019,"Associate Professor",101250,"Department 59",48,"White","Married",NA,"Female","United States"
2656,2019,"Professor",101079,NA,83,"White","Married",NA,"Male","United States"
1997,2019,"Professor",101060,"Department 11",66,"White","Married",NA,"Female","United States"
1297,2019,"Professor",100979,NA,77,"White","Married","No Preference Indicated","Male","United States"
2307,2019,"Professor",100724,NA,68,"White","Married",NA,"Female","United States"
2040,2019,"Professor",100662,"Department 29",72,"White","Married",NA,"Male","United States"
3162,2019,"Assistant Professor",100303,"Department 20",44,"White","Married",NA,"Male","United States"
1008,2019,"Professor",100080,"Department 6",68,"Hispanic/Latino","Married",NA,"Male","United States"
1236,2019,"Professor",100079,"Department 22",66,"White","Married",NA,"Male","United States"
2084,2019,"Professor",99920,"Department 32",72,"White","Single",NA,"Female","United States"
759,2019,"Clinical Professor",99918,NA,72,"White","Married",NA,"Female","United States"
197,2019,"Professor",99877,NA,76,"White","Single",NA,"Female","United States"
486,2019,"Professor",99842,"Department 31",71,"White","Married",NA,"Male","United States"
1106,2019,"Professor",99801,NA,73,"White","Married",NA,"Male","United States"
846,2019,"Regents' Professor",99692,NA,72,"White","Married",NA,"Female","United States"
16,2019,"Professor",99572,"Department 22",59,"White","Married",NA,"Male","United States"
2068,2019,"Professor",99484,NA,73,"White","Single",NA,"Female","United States"
1566,2019,"Associate Professor",99395,"Department 35",44,"White","Single",NA,"Female","United States"
1062,2019,"Professor",99304,"Department 34",67,"White","Married",NA,"Male","United States"
3188,2019,"Associate Professor",98616,NA,67,"White","Married","No Preference Indicated","Male","United States"
1280,2019,"Professor",98390,"Department 37",62,"White","Single",NA,"Male","United States"
856,2019,"Professor",98316,"Department 6",58,"White","Married",NA,"Male","United States"
459,2019,"Professor",98299,"Department 6",63,"White","Married",NA,"Female","United States"
769,2019,"Professor",98125,"Department 36",66,"Hispanic/Latino","Married","No Preference Indicated","Female","United States"
1010,2019,"Associate Professor",98054,NA,71,"White","Single",NA,"Female","United States"
1962,2019,"Professor",97935,"Department 38",55,"White","Married",NA,"Female","United States"
2196,2019,"Professor",97729,"Department 26",61,"White","Married",NA,"Male","United States"
1314,2019,"Associate Clinical Professor",97506,NA,62,"Native Hawaiian/Oth Pac Island","Married",NA,"Female","United States"
2187,2019,"Professor",97316,"Department 40",60,"White","Married",NA,"Male","United States"
2246,2019,"Professor",97305,"Department 27",56,"White","Married",NA,"Female","United States"
3110,2019,"Senior Lecturer",97268,"Department 8",52,"White","Divorced","No Preference Indicated","Male","United States"
1020,2019,"Professor",97242,NA,85,"White","Married",NA,"Male","United States"
735,2019,"Professor",97000,"Department 9",52,"White","Unknown",NA,"Male",NA
1771,2019,"Professor",97000,"Department 11",50,"White","Married",NA,"Female","United States"
104,2019,"Professor",96989,NA,64,"White","Married",NA,"Female","United States"
1912,2019,"Lecturer",96711,NA,51,"White","Married","No Preference Indicated","Female","United States"
2224,2019,"Professor",96678,NA,76,"Hispanic/Latino","Married",NA,"Male","United States"
2988,2019,"Professor",96655,"Department 27",55,"White","Single",NA,"Male","United States"
2886,2019,"Lecturer",96604,NA,69,"White","Married",NA,"Female","United States"
3189,2019,"Clinical Professor",96562,NA,78,"White","Married",NA,"Male","United States"
2096,2019,"Professor",96350,NA,72,"White","Married",NA,"Female","United States"
1272,2019,"Professor",96284,"Department 25",63,"White","Married",NA,"Female",NA
2643,2019,"Professor",96147,NA,75,"White","Single",NA,"Male","United States"
1636,2019,"Professor",96141,NA,74,"White","Married",NA,"Female","United States"
1288,2019,"Assistant Clinical Professor",96130,NA,44,"White","Single",NA,"Male","United States"
2490,2019,"Professor",95380,"Department 11",61,"White","Married",NA,"Male","United States"
2992,2019,"Lecturer",95286,NA,76,"White","Single",NA,"Female","United States"
1181,2019,"Assistant Professor",95000,"Department 20",44,"International","Married",NA,"Male","Brazil"
3107,2019,"Assistant Professor",95000,NA,40,"Two or More","Married",NA,"Male","United States"
2289,2019,"Assistant Professor",95000,"Department 20",34,"Hispanic/Latino","Married",NA,"Female","United States"
3114,2019,"Assistant Professor",95000,NA,54,"White","Married",NA,"Male","Turkey"
3045,2019,"Associate Professor",94708,"Department 20",50,"Asian","Married",NA,"Female","United States"
207,2019,"Professor",94483,"Department 27",59,"White","Married",NA,"Female","United States"
206,2019,"Professor",94294,NA,71,"White","Married",NA,"Female","United States"
2567,2019,"Professor",94283,"Department 31",63,"White","Married",NA,"Female","United States"
2609,2019,"Professor",94175,"Department 25",59,"White","Single",NA,"Male","United States"
3131,2019,"Professor",93987,NA,71,"White","Divorced","No Preference Indicated","Female","United States"
1588,2019,"Professor",93892,NA,73,"White","Single",NA,"Female","United States"
1361,2019,"Senior Lecturer",93774,NA,65,"White","Married",NA,"Female","United States"
69,2019,"Professor",93745,"Department 6",57,"White","Married",NA,"Female","United States"
61,2019,"Professor",93723,"Department 17",61,"White","Married",NA,"Female","United States"
3271,2019,"Professor",93695,"Department 37",58,"Not Specified","Married",NA,"Female","United States"
1524,2019,"Professor",93652,NA,74,"White","Married",NA,"Female","United States"
1011,2019,"Professor",93496,"Department 32",69,"White","Married","No Preference Indicated","Female","United States"
3019,2019,"Professor",93166,NA,66,"White","Married",NA,"Male","United States"
2760,2019,"Professor",93155,"Department 40",63,"Asian","Married",NA,"Male","United States"
509,2019,"Professor",93056,NA,68,"White","Married",NA,"Male","United States"
224,2019,"Professor",93054,NA,66,"White","Single",NA,"Female","United States"
1029,2019,"Professor",92706,NA,72,"White","Married",NA,"Female","United States"
505,2019,"Professor",92540,"Department 30",61,"Not Specified","Unknown",NA,"Male","United States"
1523,2019,"Assistant Clinical Professor",92500,NA,58,"Hispanic/Latino","Married",NA,"Female","United States"
1825,2019,"Professor",92261,"Department 41",56,"White","Married",NA,"Female","United States"
3103,2019,"Professor",92260,NA,67,"White","Married",NA,"Female","United States"
3046,2019,"Professor",92199,NA,67,"White","Married",NA,"Male","United States"
851,2019,"Professor",92090,"Department 42",70,"White","Married",NA,"Male","United States"
1387,2019,"Assistant Clinical Professor",92043,NA,77,"White","Married",NA,"Male","United States"
2676,2019,"Associate Professor",92000,"Department 27",57,"White","Married",NA,"Female","United States"
2201,2019,"Assistant Professor",92000,"Department 20",39,"White","Single",NA,"Male","Canada"
1943,2019,"Professor",91814,NA,77,"White","Married",NA,"Female","United States"
1290,2019,"Assistant Professor",91694,"Department 6",47,"Not Specified","Married",NA,"Male","United States"
2892,2019,"Professor",90934,"Department 41",61,"White","Single",NA,"Female","United States"
2544,2019,"Professor",90934,NA,69,"Hispanic/Latino","Married",NA,"Female","United States"
322,2019,"Associate Clinical Professor",90750,NA,53,"White","Married",NA,"Female","United States"
2031,2019,"Professor",90715,NA,65,"White","Married",NA,"Female","United States"
78,2019,"Professor",90452,NA,69,"White","Married",NA,"Female","United States"
1066,2019,"Professor",90452,"Department 6",65,"White","Single",NA,"Male","United States"
1787,2019,"Professor",90381,"Department 25",57,"White","Married",NA,"Male","United States"
3222,2019,"Professor",90179,"Department 19",63,"White","Married",NA,"Male","United States"
2982,2019,"Instructor",90000,"Department 1",73,"White","Married",NA,"Male","United States"
765,2019,"Assistant Professor",90000,NA,55,"American Indian/Alaska Native","Married",NA,"Male","United States"
2204,2019,"Professor",89799,NA,57,"White","Married",NA,"Male","United States"
3241,2019,"Professor",89681,NA,56,"Asian","Married",NA,"Female","United States"
3097,2019,"Professor",89593,NA,74,"Two or More","Married",NA,"Male","United States"
3097,2019,"Professor",89593,NA,62,"Black/African American","Married",NA,"Male","United States"
2820,2019,"Professor",89355,"Department 40",59,"White","Married",NA,"Male","United States"
1500,2019,"Professor",89274,"Department 42",63,"White","Married",NA,"Male","United States"
2841,2019,"Professor",89099,"Department 46",52,"White","Married",NA,"Female","United States"
2561,2019,"Professor",89037,NA,58,"White","Married",NA,"Female","United States"
2311,2019,"Professor",88698,"Department 46",59,"White","Married",NA,"Male","United States"
2220,2019,"Assistant Professor",88490,"Department 57",42,"White","Married","Catholic, Roman","Male","United States"
1269,2019,"Professor",88185,"Department 29",54,"White","Married",NA,"Female","United States"
399,2019,"Professor",88110,"Department 47",73,"White","Divorced",NA,"Male","United States"
1504,2019,"Associate Professor",88039,"Department 32",76,"American Indian/Alaska Native","Single",NA,"Male","United States"
1515,2019,"Associate Professor",88011,"Department 16",51,"White","Married",NA,"Male","United States"
2750,2019,"Associate Professor",88000,"Department 4",50,"White","Married",NA,"Female","United States"
1994,2019,"Lecturer",87856,"Department 8",61,"White","Divorced","No Preference Indicated","Female","United States"
1836,2019,"Professor",87693,NA,64,"Hispanic/Latino","Married","Catholic, Roman","Female","United States"
1838,2019,"Professor",87633,"Department 25",54,"White","Married",NA,"Female","United States"
546,2019,"Assistant Professor",87550,"Department 9",41,"White","Married","No Preference Indicated","Male","United States"
1299,2019,"Associate Professor",87550,"Department 4",62,"White","Married",NA,"Male","United States"
2574,2019,"Professor",87374,NA,67,"White","Married",NA,"Female","United States"
2971,2019,"Professor",87374,NA,68,"White","Married",NA,"Male","United States"
1629,2019,"Clinical Professor",87152,NA,62,"White","Married",NA,"Female","United States"
603,2019,"Associate Professor",87133,"Department 15",59,"International","Married",NA,"Male","United States"
1141,2019,"Associate Professor",86985,"Department 15",44,"White","Married",NA,"Female","United States"
1073,2019,"Professor",86965,"Department 37",56,"White","Married",NA,"Female","United States"
200,2019,"Professor",86931,"Department 32",47,"White","Married",NA,"Female","United States"
571,2019,"Associate Professor",86563,NA,55,"Asian","Married",NA,"Male","China"
1241,2019,"Professor",86520,"Department 46",68,"White","Married",NA,"Male","United States"
626,2019,"Assistant Professor",86220,"Department 20",44,"White","Married",NA,"Female","United States"
1822,2019,"Clinical Professor",85980,NA,68,"White","Married",NA,"Female","United States"
1191,2019,"Professor",85966,"Department 32",60,"Black/African American","Married",NA,"Male","United States"
344,2019,"Senior Lecturer",85670,"Department 8",53,"White","Married","Latter Day Saints (Mormon)","Male","United States"
344,2019,"Senior Lecturer",85670,NA,33,"White","Single",NA,"Male","United States"
2664,2019,"Associate Professor",85657,"Department 16",48,"White","Married",NA,"Male","United States"
2347,2019,"Research Professor",85593,NA,71,"White","Married",NA,"Male","United States"
2407,2019,"Associate Professor",85587,"Department 51",48,"Not Specified","Single",NA,"Male","United States"
1736,2019,"Clinical Professor",85139,NA,48,"White","Married",NA,"Female","United States"
1465,2019,"Professor",85133,"Department 41",78,"White","Divorced","No Preference Indicated","Male","United States"
2603,2019,"Professor",85048,"Department 11",54,"White","Married",NA,"Male",NA
135,2019,"Asst Professor Of Practice",85000,NA,54,"White","Married","No Preference Indicated","Female","United States"
2345,2019,"Asst Professor Of Practice",85000,"Department 1",67,"White","Divorced",NA,"Male","United States"
129,2019,"Assistant Professor",85000,NA,36,"White","Married",NA,"Male","United States"
747,2019,"Associate Professor",85000,"Department 4",48,"White","Married","Presbyterian","Female","United States"
479,2019,"Assistant Professor",85000,"Department 9",51,"White","Married",NA,"Male","United States"
775,2019,"Senior Lecturer",84934,NA,70,"White","Married",NA,"Male","United States"
2736,2019,"Associate Professor",84835,NA,72,"White","Married",NA,"Female","United States"
3150,2019,"Clinical Professor",84830,"Department 24",60,"White","Married","No Preference Indicated","Female","United States"
818,2019,"Professor",84776,"Department 48",59,"White","Single",NA,"Female","United States"
1003,2019,"Assistant Professor",84723,NA,41,"Not Specified","Married",NA,"Female","Iran (Islamic Republic Of)"
1526,2019,"Professor",84649,"Department 42",58,"Hispanic/Latino","Single",NA,"Female","United States"
1865,2019,"Professor",84059,"Department 40",54,"White","Married",NA,"Female","United States"
1942,2019,"Clinical Professor",83747,NA,76,"White","Single",NA,"Female","United States"
163,2019,"Professor",83397,"Department 11",51,"White","Married",NA,"Female",NA
3253,2019,"Assistant Professor",83000,"Department 15",37,"White","Married","No Preference Indicated","Male","United States"
799,2019,"Clinical Professor",82952,NA,57,"White","Single","No Preference Indicated","Female","United States"
1231,2019,"Professor",82721,"Department 47",65,"Not Specified","Single",NA,"Male","United States"
3158,2019,"Assistant Professor",82693,"Department 20",42,"Asian","Married",NA,"Male","India"
3143,2019,"Assistant Professor",82500,NA,40,"White","Married","Presbyterian","Male","United States"
2057,2019,"Assistant Professor",82500,"Department 9",39,"White","Married",NA,"Male","United States"
956,2019,"Assistant Research Professor",82500,"Department 6",44,"White","Married",NA,"Male","United States"
3163,2019,"Clinical Professor",82498,NA,71,"Hispanic/Latino","Married","No Preference Indicated","Female","United States"
506,2019,"Professor",82405,NA,57,"Asian","Married",NA,"Female","United States"
