"Employee ID","Year","Title","AY Salary","HR Department","Age","Ethnicity","Marital Status","Religious Preference","Sex","Country of Citizenship"
3266,2017,"Research Analyst",61800,"Department 44",60,"Asian","Married",NA,"Male","United States"
1295,2017,"Assistant Director",61800,"Department 49",65,"International","Married",NA,"Male","Mexico"
1019,2017,"Assistant Clinical Professor",61607,"Department 23",59,"White","Married","No Preference Indicated","Male","United States"
2403,2017,"Associate Professor",61459,"Department 41",51,"International","Married",NA,"Female","United States"
758,2017,"Manager",61444,"Department 74",67,"White","Married",NA,"Female","United States"
2223,2017,"Lecturer",61333,"Department 22",47,"White","Single",NA,"Male","United States"
348,2017,"Coordinator",61253,NA,46,"White","Married","No Preference Indicated","Female","United States"
2605,2017,"Professor",61223,NA,76,"White","Married",NA,"Male","United States"
3068,2017,"Assistant Professor",61111,"Department 40",43,"White","Married",NA,"Male","United States"
5,2017,"Assistant Professor",61000,NA,50,"Not Specified","Married",NA,"Male","United States"
500,2017,"Director",60770,NA,38,"White","Single",NA,"Female","United States"
1980,2017,"Associate Professor",60752,"Department 41",52,"White","Single",NA,"Female","United States"
440,2017,"Director",60606,NA,67,"White","Married",NA,"Female","United States"
2645,2017,"Manager",60473,NA,57,"White","Married","Baptist (Unspecified)","Male","United States"
1235,2017,"Principal Lecturer",60425,NA,78,"Black/African American","Married",NA,"Male","United States"
1235,2017,"Principal Lecturer",60425,NA,76,"Not Specified","Married",NA,"Male","United States"
2614,2017,"Lecturer",60332,NA,79,"White","Divorced",NA,"Male","United States"
2508,2017,"Assistant Clinical Professor",60110,"Department 36",52,"White","Married","Protestant (Unspecified)","Female","United States"
3117,2017,"Assistant Clinical Professor",60000,NA,56,"Black/African American","Divorced",NA,"Female","United States"
2394,2017,"Assistant Clinical Professor",60000,NA,65,"White","Married",NA,"Female","United States"
1080,2017,"Associate Registrar",60000,"Department 75",47,"White","Married",NA,"Male","United States"
2130,2017,"Assistant Clinical Professor",60000,"Department 23",49,"White","Married",NA,"Female","United States"
1004,2017,"Assistant Clinical Professor",60000,"Department 51",63,"Hispanic/Latino","Married",NA,"Female","United States"
865,2017,"Hipaa Privacy Officer",60000,NA,64,"White","Single",NA,"Female","United States"
1472,2017,"Manager",60000,NA,75,"White","Married",NA,"Male","United States"
2497,2017,"Assistant Professor",60000,NA,55,"White","Married",NA,"Female","United States"
748,2017,"Assistant Clinical Professor",60000,"Department 23",58,"White","Married","Catholic, Roman","Female","United States"
3056,2017,"Coordinator, Public Affairs",60000,"Department 8",59,"White","Married","No Preference Indicated","Female","United States"
3258,2017,"Assistant Director",60000,NA,40,"White","Married",NA,"Male","United States"
2766,2017,"Assistant Clinical Professor",60000,NA,52,"White","Married",NA,"Female","United States"
1923,2017,"Assistant Professor",60000,"Department 6",45,"White","Married",NA,"Female","United States"
2761,2017,"Assistant Professor",60000,"Department 19",45,"White","Married",NA,"Female","United States"
2671,2017,"Assistant Professor",60000,NA,69,"White","Married",NA,"Male","United States"
911,2017,"Program Director",60000,NA,52,"White","Single",NA,"Female","United States"
2073,2017,"Laboratory Manager Sr.",59899,NA,65,"White","Divorced","No Preference Indicated","Male","United States"
1976,2017,"Laboratory Manager Sr.",59899,"Department 2",40,"Hispanic/Latino","Married",NA,"Female","United States"
1453,2017,"Laboratory Manager Sr.",59899,"Department 59",63,"White","Single",NA,"Male","United States"
3006,2017,"Assistant Clinical Professor",59873,NA,73,"White","Married",NA,"Female","United States"
957,2017,"Associate Professor",59857,"Department 42",65,"White","Married",NA,"Female","United States"
2647,2017,"Associate Professor",59826,"Department 47",67,"White","Married",NA,"Male","United States"
726,2017,"Lecturer",59717,NA,43,"White","Married",NA,"Male","United States"
1640,2017,"Lecturer",59592,"Department 14",53,"White","Married","Lutheran (Unspecified)","Female","United States"
393,2017,"Assistant Professor",59500,NA,45,"White","Single",NA,"Female","United States"
684,2017,"Assistant Professor",59500,NA,48,"White","Single",NA,"Female","United States"
2994,2017,"Assistant Clinical Professor",59372,NA,63,"White","Married",NA,"Female","United States"
2107,2017,"Assistant Professor",59079,"Department 11",51,"White","Married",NA,"Male","United States"
205,2017,"Assistant Professor",59006,NA,63,"White","Married",NA,"Female","United States"
753,2017,"Business Analyst",58880,"Department 69",62,"White","Single",NA,"Female","United States"
2880,2017,"Associate Professor",58872,NA,73,"White","Divorced",NA,"Female","United States"
2637,2017,"Librarian",58601,"Department 60",81,"White","Married",NA,"Male","United States"
1911,2017,"Assistant Professor",58507,"Department 12",52,"White","Single","No Preference Indicated","Female","United States"
700,2017,"Assistant Professor",58500,"Department 11",62,"White","Married",NA,"Male","United Kingdom"
2465,2017,"Research Associate",58464,"Department 76",64,"White","Single",NA,"Male","United States"
2108,2017,"Senior Lecturer",58390,"Department 46",45,"Not Specified","Married","Baptist (Unspecified)","Male","United States"
2867,2017,"Assistant Clinical Professor",58353,NA,68,"White","Single",NA,"Female","United States"
2812,2017,"Assistant Professor",58100,"Department 21",53,"White","Married",NA,"Male","United States"
2282,2017,"Assistant Professor",58000,"Department 24",42,"White","Married",NA,"Female","United States"
1279,2017,"Assistant Clinical Professor",58000,NA,52,"White","Married",NA,"Male","United States"
2456,2017,"Research Analyst",58000,NA,38,"White","Married","No Preference Indicated","Male","United States"
1324,2017,"Assistant Professor",58000,NA,42,"White","Married",NA,"Male","United States"
2923,2017,"Assistant Clinical Professor",58000,NA,48,"White","Married",NA,"Female","United States"
2615,2017,"Associate Professor",57854,NA,83,"White","Married",NA,"Male","United States"
177,2017,"Int Student/Scholar Advisor",57845,NA,42,"White","Married",NA,"Male","United States"
101,2017,"Assistant Clinical Professor",57825,NA,53,"Hispanic/Latino","Married",NA,"Female","United States"
890,2017,"Asst Professor Of Practice",57778,NA,41,"Not Specified","Married",NA,"Male","United States"
445,2017,"Senior Lecturer",57761,NA,48,"White","Married",NA,"Female","United States"
2917,2017,"Psychologist",57729,NA,71,"White","Married",NA,"Male","United States"
836,2017,"App Sys Analyst/Prog -Intrmed",57680,NA,54,"Hispanic/Latino","Married","No Preference Indicated","Male","United States"
41,2017,"Senior Lecturer",57542,"Department 62",58,"White","Married",NA,"Male","United States"
2635,2017,"Assistant Professor",57500,"Department 27",45,"White","Married",NA,"Male","United States"
1379,2017,"Lecturer",57500,NA,51,"White","Married",NA,"Male","United States"
1706,2017,"Assistant Professor",57439,"Department 63",51,"American Indian/Alaska Native","Married","Presbyterian","Female","United States"
2020,2017,"Senior Lecturer",57086,"Department 25",58,"White","Married",NA,"Female","United States"
2303,2017,"Regents' Professor",57004,"Department 22",67,"White","Married",NA,"Female","United States"
2303,2017,"Regents' Professor",57004,NA,75,"White","Unknown",NA,"Female","United States"
2142,2017,"Instructional Designer",57000,NA,39,"White","Married",NA,"Female","United States"
1207,2017,"Assistant Director",57000,NA,42,"White","Single",NA,"Female","United States"
1996,2017,"Principal Lecturer",56924,NA,80,"White","Married",NA,"Female","United States"
2559,2017,"Project Director",56891,NA,69,"White","Single",NA,"Female","United States"
1881,2017,"Administrative Director",56848,"Department 67",55,"White","Married",NA,"Female","United States"
3060,2017,"Lecturer",56834,NA,57,"White","Married","No Preference Indicated","Female","United States"
1094,2017,"Senior Lecturer",56397,"Department 62",59,"White","Married",NA,"Female","United States"
226,2017,"Senior Lecturer",56345,NA,63,"White","Divorced",NA,"Female","United States"
311,2017,"Director",56184,"Department 77",58,"Two or More","Single",NA,"Female","United States"
4,2017,"Senior Lecturer",56167,"Department 31",52,"White","Married","No Preference Indicated","Male","United States"
2391,2017,"Senior Lecturer",56138,"Department 27",60,"White","Married",NA,"Female","United States"
3247,2017,"Assistant Director",56000,NA,39,"Hispanic/Latino","Single",NA,"Female","United States"
2549,2017,"Assistant Clinical Professor",56000,NA,65,"Black/African American","Married",NA,"Male","United States"
2070,2017,"Assistant Professor",56000,NA,65,"Hispanic/Latino","Married",NA,"Female","United States"
1786,2017,"Senior Lecturer",55686,NA,61,"White","Married",NA,"Male","United States"
2680,2017,"Associate Clinical Professor",55516,NA,79,"White","Divorced",NA,"Female","United States"
2083,2017,"Librarian",55500,"Department 60",58,"White","Married",NA,"Female","United States"
2364,2017,"Principal Lecturer",55411,NA,75,"White","Divorced",NA,"Female","United States"
335,2017,"Senior Lecturer",55407,NA,74,"White","Married",NA,"Male","United States"
206,2017,"Professor",55318,NA,71,"White","Married",NA,"Female","United States"
975,2017,"Assistant Clinical Professor",55268,NA,79,"White","Married",NA,"Male","United States"
784,2017,"Counselor",55167,NA,63,"White","Single",NA,"Female","United States"
2417,2017,"Coordinator",55157,NA,64,"White","Single",NA,"Female","United States"
2715,2017,"Assistant Professor",55128,NA,50,"Not Specified","Married",NA,"Male","United States"
2851,2017,"Assistant Director",55084,"Department 78",56,"American Indian/Alaska Native","Married","Other","Female","United States"
375,2017,"Human Resources Generalist",55080,NA,69,"Not Specified","Single",NA,"Male","United States"
3109,2017,"Assistant Director",55000,NA,54,"White","Married",NA,"Male","United States"
1571,2017,"Assistant Professor",55000,NA,46,"Hispanic/Latino","Married",NA,"Female","Argentina"
2931,2017,"Instructional Technologist",55000,"Department 79",40,"White","Married",NA,"Female","United States"
1355,2017,"Assistant Director",55000,NA,48,"White","Married",NA,"Female","United States"
2303,2017,"Regents' Professor",54768,"Department 22",67,"White","Married",NA,"Female","United States"
2303,2017,"Regents' Professor",54768,NA,75,"White","Unknown",NA,"Female","United States"
2883,2017,"Senior Lecturer",54577,NA,60,"White","Divorced",NA,"Female","United States"
1919,2017,"Coordinator, Senior",54501,"Department 69",65,"White","Married","No Preference Indicated","Female","United States"
1219,2017,"Senior Lecturer",54308,"Department 29",55,"Not Specified","Married",NA,"Male","United States"
2308,2017,"Principal Lecturer",54101,"Department 47",59,"White","Single",NA,"Female","United States"
2175,2017,"Assistant Professor",54000,NA,43,"White","Married",NA,"Female","United States"
1214,2017,"Assistant Professor",54000,"Department 12",70,"Hispanic/Latino","Married",NA,"Male","United States"
2856,2017,"Assistant Professor",54000,"Department 12",66,"Two or More","Married",NA,"Female","United States"
2104,2017,"Coordinator",54000,NA,74,"White","Married",NA,"Female","United States"
959,2017,"Senior Lecturer",53830,"Department 41",62,"White","Single","No Preference Indicated","Female","United States"
2621,2017,"Principal Lecturer",53767,NA,71,"White","Married",NA,"Female","United States"
2604,2017,"Lecturer",53695,NA,73,"White","Married",NA,"Male","United States"
1803,2017,"Coordinator",53609,"Department 80",46,"White","Married",NA,"Female","United States"
1507,2017,"Assistant Director",53500,"Department 81",42,"Hispanic/Latino","Single","Baptist (Unspecified)","Male","United States"
3148,2017,"Assistant Director",53500,NA,41,"Hispanic/Latino","Married",NA,"Male","United States"
2544,2017,"Professor",53332,NA,69,"Hispanic/Latino","Married",NA,"Female","United States"
1246,2017,"Research Associate, Senior",53320,"Department 82",51,"White","Single","No Preference Indicated","Male","United States"
1808,2017,"Laboratory Manager",53199,"Department 83",57,"White","Married",NA,"Female","United States"
1274,2017,"Research Analyst",53100,"Department 84",45,"White","Single",NA,"Male","United States"
1163,2017,"Assistant Director, Res Life",53000,NA,40,"White","Single",NA,"Female","United States"
1704,2017,"Principal Lecturer",52984,NA,61,"White","Single",NA,"Male","United States"
528,2017,"Advising Coordinator",52765,"Department 7",40,"White","Single","Baptist (Unspecified)","Female","United States"
2912,2017,"Advising Coordinator",52705,"Department 17",55,"White","Single",NA,"Female","United States"
2033,2017,"Program Coordinator",52530,"Department 75",71,"White","Married",NA,"Female","United States"
2667,2017,"Senior Lecturer",52527,NA,66,"White","Married","No Preference Indicated","Female","United States"
2009,2017,"Public Affairs Officer",52500,"Department 85",39,"Native Hawaiian/Oth Pac Island","Married",NA,"Female","United States"
593,2017,"Head Strngth & Condition Coord",52451,NA,41,"White","Married","No Preference Indicated","Male","United States"
168,2017,"Assistant Director",52280,"Department 86",46,"White","Single","No Preference Indicated","Male","United States"
1951,2017,"Assistant Professor",52000,"Department 34",41,"White","Married",NA,"Male","United States"
2077,2017,"Coordinator",52000,NA,69,"White","Married",NA,"Male","United States"
1194,2017,"Professor",51988,NA,71,"White","Married",NA,"Male","United States"
3031,2017,"Project Manager, Int Design",51975,NA,35,"White","Married","No Preference Indicated","Female","United States"
1638,2017,"Program Coordinator, Sr",51905,"Department 87",56,"American Indian/Alaska Native","Single","No Preference Indicated","Female","United States"
547,2017,"Asst Professor Of Practice",51749,"Department 47",40,"White","Single","Christian (Unspecified)","Male","United States"
1749,2017,"Assistant To The Dean",51707,NA,42,"White","Single",NA,"Female","United States"
103,2017,"Lecturer",51659,"Department 2",51,"Asian","Single",NA,"Male","Canada"
2433,2017,"Coordinator",51635,NA,69,"White","Married",NA,"Female","United States"
978,2017,"Lecturer",51371,"Department 59",46,"White","Married",NA,"Male","United States"
76,2017,"Senior Lecturer",51350,NA,47,"White","Married",NA,"Female","United States"
675,2017,"Senior Lecturer",51226,"Department 27",42,"White","Single",NA,"Male","United States"
1086,2017,"Senior Lecturer",51226,"Department 27",45,"White","Married",NA,"Male","United States"
1754,2017,"Professor",51131,NA,79,"White","Divorced",NA,"Male","United States"
2677,2017,"Senior Lecturer",51047,"Department 25",47,"White","Married","No Preference Indicated","Male","United States"
1867,2017,"Project Director",51041,NA,63,"White","Married",NA,"Female","United States"
236,2017,"Lecturer",51036,"Department 2",54,"White","Married",NA,"Male","United States"
914,2017,"Manager",51000,NA,38,"White","Single","Christian (Unspecified)","Female","United States"
159,2017,"Manager",51000,"Department 73",59,"White","Married",NA,"Female","United States"
47,2017,"Program Coordinator, Sr",50923,"Department 72",54,"White","Married",NA,"Female","United States"
400,2017,"Professor",50576,NA,73,"White","Divorced",NA,"Male","United States"
1287,2017,"Lecturer",50215,NA,49,"White","Married",NA,"Male","United States"
2587,2017,"Graphic Designer, Senior",50077,"Department 88",44,"Asian","Married",NA,"Female","China"
1137,2017,"Assistant Clinical Professor",50000,"Department 36",41,"White","Divorced","Christian (Unspecified)","Female","United States"
1724,2017,"Head Coach, Men's Tennis",50000,NA,66,"White","Married",NA,"Male","United States"
845,2017,"Lecturer",49951,NA,44,"Not Specified","Married",NA,"Male","United States"
1249,2017,"Advising Coordinator",49862,"Department 45",36,"White","Single","Hillel/Jewish","Female","United States"
899,2017,"Advising Coordinator",49862,NA,40,"Two or More","Single","No Preference Indicated","Female","United States"
1642,2017,"Coordinator",49862,NA,46,"White","Single",NA,"Female","United States"
1362,2017,"Nurse, Senior",49500,NA,47,"White","Married",NA,"Female","United States"
952,2017,"Assistant Director",49440,NA,40,"White","Single",NA,"Male","United States"
1596,2017,"Senior Lecturer",49416,"Department 41",51,"White","Unknown",NA,"Female","United States"
435,2017,"Senior Lecturer",49386,NA,45,"White","Single","No Preference Indicated","Female","United States"
1365,2017,"Senior Lecturer",49095,"Department 47",55,"White","Married",NA,"Female","United States"
2203,2017,"Health/Safety Specialist",49082,NA,66,"White","Married",NA,"Male","United States"
2203,2017,"Health/Safety Specialist",49082,"Department 61",36,"White","Married","No Preference Indicated","Male","United States"
672,2017,"Senior Lecturer",49011,NA,65,"Hispanic/Latino","Single",NA,"Male","United States"
2675,2017,"Director",49000,NA,67,"Black/African American","Married",NA,"Male","United States"
2024,2017,"Program Coordinator, Sr",48806,"Department 45",62,"White","Married",NA,"Female","United States"
954,2017,"Executive Producer, Nau Tv",48804,"Department 89",47,"White","Married","No Preference Indicated","Male","United States"
566,2017,"Senior Lecturer",48701,NA,43,"White","Single","Catholic, Roman","Male","United States"
762,2017,"Senior Lecturer",48539,"Department 50",66,"Black/African American","Married",NA,"Female","United States"
297,2017,"Manager",48492,NA,42,"White","Married","Presbyterian","Male","United States"
1561,2017,"Assistant Clinical Professor",48368,"Department 54",53,"White","Married",NA,"Female","United States"
2632,2017,"Lecturer",48298,"Department 46",64,"White","Married",NA,"Male","United States"
3001,2017,"Senior Lecturer",48199,"Department 12",74,"White","Married",NA,"Female","United States"
1780,2017,"Coordinator",48197,NA,43,"White","Married",NA,"Female","United States"
2527,2017,"Academic Advisor, Senior",48171,NA,33,"White","Married","No Preference Indicated","Female","United States"
469,2017,"Professor",48146,NA,75,"White","Married","No Preference Indicated","Female","United States"
2047,2017,"Senior Lecturer",48040,"Department 41",51,"White","Married",NA,"Male","United States"
1963,2017,"Advising Coordinator",48039,"Department 45",60,"White","Married",NA,"Female","United States"
1010,2017,"Associate Professor",48010,NA,71,"White","Single",NA,"Female","United States"
1266,2017,"Lecturer",48008,NA,72,"Not Specified","Married",NA,"Female","United States"
2712,2017,"Executive Producer",48000,"Department 90",45,"White","Married","No Preference Indicated","Male","United States"
1123,2017,"Asst Professor Of Practice",48000,NA,42,"White","Single",NA,"Male","United States"
1917,2017,"Lecturer",48000,NA,62,"White","Married",NA,"Female","United States"
2110,2017,"Senior Lecturer",47922,NA,51,"White","Single",NA,"Male","United States"
1634,2017,"Coordinator",47740,NA,66,"White","Married","No Preference Indicated","Female","United States"
2122,2017,"Assistant Director, Res Life",47740,NA,44,"White","Single",NA,"Male","United States"
114,2017,"Program Coordinator, Sr",47500,NA,48,"White","Divorced",NA,"Female","United States"
290,2017,"Assistant Director, Res Life",47415,NA,57,"American Indian/Alaska Native","Married",NA,"Male","United States"
1555,2017,"Senior Lecturer",47394,"Department 42",44,"White","Single","No Preference Indicated","Female","United States"
1421,2017,"Program Coordinator, Sr",47265,NA,71,"White","Married",NA,"Female","United States"
652,2017,"Digital Media Technologist",47210,"Department 79",50,"White","Separated","Agnostic/Atheist","Male","United States"
3,2017,"Coordinator",47200,"Department 91",36,"White","Married","Episcopalian","Male","United States"
1254,2017,"Coordinator",47200,"Department 91",66,"White","Married","Christian (Unspecified)","Female","United States"
2120,2017,"Spatial Data Program Manager",47080,"Department 92",55,"Hispanic/Latino","Married",NA,"Male","United States"
798,2017,"Coordinator",47000,NA,40,"White","Single",NA,"Female","United States"
1905,2017,"Lecturer",47000,"Department 41",58,"White","Single",NA,"Female","United States"
2475,2017,"Associate Professor",46871,NA,78,"White","Married",NA,"Male","United States"
2831,2017,"Senior Lecturer",46755,NA,46,"White","Married",NA,"Male","United States"
2065,2017,"Manager",46680,NA,68,"White","Married",NA,"Female","United States"
1480,2017,"Associate Professor",46545,NA,77,"White","Married",NA,"Male","United States"
772,2017,"Assistant Athletic Director",46350,NA,40,"Black/African American","Single",NA,"Female","United States"
683,2017,"Coordinator",46342,NA,45,"White","Married","Buddhist","Female","United States"
2839,2017,"Lecturer",46117,"Department 46",51,"White","Married",NA,"Female","United States"
526,2017,"Program Coordinator, Sr",46049,NA,65,"Hispanic/Latino","Married",NA,"Female","United States"
1744,2017,"Coordinator",46000,"Department 75",40,"White","Married","No Preference Indicated","Female","United States"
195,2017,"Lecturer",45975,NA,50,"White","Married",NA,"Female","United States"
2186,2017,"Lecturer",45728,"Department 27",52,"Not Specified","Single",NA,"Male","United States"
2365,2017,"Lecturer",45728,NA,39,"White","Married",NA,"Female","United States"
2355,2017,"Ernest W. Mcfarland Citi Chair",45567,NA,71,"White","Married",NA,"Male","United States"
3180,2017,"Lecturer",45548,NA,68,"Hispanic/Latino","Married",NA,"Female","United States"
372,2017,"End-User Computing Spec, Intmd",45500,NA,49,"White","Married",NA,"Male","United States"
3207,2017,"Program Coordinator",45478,NA,61,"Hispanic/Latino","Married","No Preference Indicated","Female","United States"
1562,2017,"Administrative Associate",45412,NA,74,"White","Divorced",NA,"Female","United States"
2045,2017,"Coordinator",45320,NA,59,"White","Single","No Preference Indicated","Male","United States"
2091,2017,"Lecturer",45093,NA,42,"Hispanic/Latino","Married",NA,"Female","United States"
3084,2017,"Coordinator",45000,NA,44,"Black/African American","Single",NA,"Female","United States"
1565,2017,"Lecturer",45000,NA,42,"White","Single",NA,"Female","United States"
1074,2017,"Lecturer",45000,NA,51,"Hispanic/Latino","Single",NA,"Male","United States"
71,2017,"Coordinator",45000,NA,41,"White","Single",NA,"Female","United States"
2486,2017,"Manager",44856,"Department 15",62,"White","Single","No Preference Indicated","Male","United States"
1060,2017,"Director",44720,NA,63,"White","Married",NA,"Male","United States"
1447,2017,"Lecturer",44513,NA,43,"White","Single",NA,"Male","United States"
136,2017,"Lecturer",44513,"Department 25",49,"White","Married",NA,"Female","United States"
139,2017,"Lecturer",44513,NA,56,"White","Married",NA,"Female","United States"
1384,2017,"Lecturer",44513,"Department 25",65,"White","Married",NA,"Male","United States"
1588,2017,"Professor",44488,NA,73,"White","Single",NA,"Female","United States"
3122,2017,"Library Specialist, Senior",44368,"Department 60",54,"White","Single","No Preference Indicated","Female","United States"
492,2017,"Lecturer",44211,NA,40,"White","Single",NA,"Female","United States"
2798,2017,"Program Coordinator",44123,NA,60,"White","Married",NA,"Female","United States"
1840,2017,"Program Coordinator, Sr",44123,NA,42,"White","Single","Christian (Unspecified)","Female","United States"
2483,2017,"Program Coordinator, Sr",44123,NA,70,"White","Divorced","No Preference Indicated","Female","United States"
300,2017,"Lecturer",44000,NA,43,"White","Single","Catholic, Roman","Male","United States"
513,2017,"Lecturer",44000,"Department 12",44,"White","Married",NA,"Female","United States"
1084,2017,"Assistant Director",43900,"Department 91",46,"White","Married",NA,"Male","United States"
231,2017,"Facilities Coordinator",43874,NA,27,"White","Single","No Preference Indicated","Male","United States"
1895,2017,"Lecturer",43562,NA,62,"White","Married",NA,"Female","United States"
2027,2017,"Education Abroad Advisor",43500,NA,36,"White","Single",NA,"Female","United States"
773,2017,"Lecturer",43469,"Department 42",49,"White","Married",NA,"Female","Bosnia and Herzegovina"
1602,2017,"Principal Lecturer",43326,NA,64,"White","Single",NA,"Female","United States"
722,2017,"Program Coordinator",43199,NA,64,"Hispanic/Latino","Married","Catholic, Roman","Male","United States"
1516,2017,"Assistant Director",43080,NA,38,"White","Single",NA,"Male","United States"
123,2017,"Education Abroad Advisor",43000,"Department 49",32,"White","Single",NA,"Female","United States"
2252,2017,"Lecturer",43000,NA,38,"White","Married",NA,"Female","United States"
3211,2017,"Regents' Professor",42908,NA,77,"White","Married",NA,"Male","United States"
1961,2017,"Hvac Controls Mechanic",42850,NA,47,"White","Married",NA,"Female","United States"
2213,2017,"Coordinator",42566,NA,36,"White","Single",NA,"Male","United States"
2525,2017,"Lecturer",42433,NA,40,"White","Single","No Preference Indicated","Female","United States"
2028,2017,"Coordinator",42000,NA,65,"White","Married","No Preference Indicated","Female","United States"
514,2017,"Lecturer",42000,"Department 40",44,"White","Married","No Preference Indicated","Female","United States"
2566,2017,"Lecturer",42000,NA,54,"Hispanic/Latino","Single",NA,"Female","United States"
1679,2017,"Coordinator",42000,NA,64,"White","Married","No Preference Indicated","Female","United States"
2217,2017,"Lecturer",42000,"Department 42",45,"Hispanic/Latino","Single",NA,"Male","United States"
1404,2017,"Lecturer",42000,"Department 42",48,"White","Married",NA,"Female","United States"
1404,2017,"Lecturer",42000,NA,49,"Hispanic/Latino","Married",NA,"Female","United States"
1248,2017,"Coordinator, Residence Life",42000,"Department 93",36,"White","Single",NA,"Female","United States"
687,2017,"Lecturer",41996,NA,65,"White","Married",NA,"Female","United States"
2759,2017,"Professor",41292,"Department 94",56,"Asian","Married",NA,"Female","United States"
3210,2017,"Lecturer",41000,NA,45,"White","Married",NA,"Male","United States"
1690,2017,"Academic Advisor, Senior",40972,NA,54,"White","Married","No Preference Indicated","Female","United States"
1046,2017,"Associate Professor",40865,NA,80,"White","Married",NA,"Male","United States"
1658,2017,"Academic Advisor, Senior",40845,NA,46,"Not Specified","Single",NA,"Female","United States"
1536,2017,"Academic Advisor, Senior",40845,NA,69,"White","Single","No Preference Indicated","Female","United States"
990,2017,"Academic Advisor, Senior",40845,"Department 95",45,"White","Single","Methodist","Female","United States"
634,2017,"Lecturer",40468,NA,41,"Asian","Single",NA,"Female","Philippines"
2991,2017,"Academic Advisor, Senior",40417,NA,59,"White","Married","No Preference Indicated","Female","United States"
165,2017,"Coordinator",40200,NA,43,"White","Single",NA,"Male","United States"
359,2017,"Associate Athletic Trainer",40000,NA,38,"White","Married",NA,"Male","United States"
278,2017,"Lecturer",40000,NA,41,"Not Specified","Married",NA,"Male","United States"
278,2017,"Lecturer",40000,NA,41,"Not Specified","Married",NA,"Male","Uzbekistan"
15,2017,"Coordinator",40000,"Department 96",47,"White","Married",NA,"Male","Israel"
609,2017,"Coordinator, Residence Life",40000,NA,51,"White","Married",NA,"Female","United States"
344,2017,"Lecturer",40000,"Department 8",53,"White","Married","Latter Day Saints (Mormon)","Male","United States"
344,2017,"Lecturer",40000,NA,33,"White","Single",NA,"Male","United States"
1401,2017,"Lecturer",40000,NA,52,"White","Married","No Preference Indicated","Female","United States"
1015,2017,"Master Meter Operator",39784,NA,59,"Hispanic/Latino","Single","Catholic, Roman","Male","United States"
2106,2017,"Instructional Spec, Sr",39735,NA,36,"White","Single","Presbyterian","Male","United States"
2785,2017,"Academic Advisor, Senior",39655,"Department 73",49,"White","Married",NA,"Female","United States"
1692,2017,"Academic Advisor, Senior",39655,"Department 45",37,"White","Single",NA,"Female","United States"
2703,2017,"Administrative Associate",39454,"Department 97",64,"White","Married",NA,"Female","United States"
1244,2017,"Geologic Materials Analyst",39418,NA,68,"White","Married",NA,"Male","United States"
3096,2017,"Coordinator",39349,NA,40,"White","Single","Greek Orthodox","Male","United States"
2787,2017,"Administrative Associate",38867,NA,41,"American Indian/Alaska Native","Single","Unitarian Universalist","Female","United States"
1459,2017,"Associate Dean",38792,NA,51,"White","Married",NA,"Male","United States"
1585,2017,"Academic Advisor, Senior",38500,NA,58,"White","Divorced",NA,"Female","United States"
1569,2017,"Academic Advisor, Senior",38500,"Department 49",63,"White","Married",NA,"Female","United States"
2722,2017,"Coordinator, University Events",38500,NA,36,"White","Unknown","No Preference Indicated","Male","United States"
1509,2017,"Academic Advisor, Senior",38500,"Department 75",41,"White","Single",NA,"Male","United States"
2231,2017,"Academic Advisor, Senior",38500,"Department 69",38,"White","Married","Unitarian Universalist","Female","United States"
2149,2017,"Academic Advisor, Senior",38500,NA,35,"White","Single",NA,"Female","United States"
204,2017,"Administrative Associate",38500,NA,62,"White","Married",NA,"Female","United States"
1855,2017,"Program Coordinator",38480,NA,36,"White","Married","Christian (Unspecified)","Female","United States"
2672,2017,"Program Coordinator",38480,NA,54,"White","Married",NA,"Male","United States"
2476,2017,"Administrative Associate",38192,NA,81,"White","Married",NA,"Female","United States"
1535,2017,"Principal Lecturer",38140,NA,65,"Hispanic/Latino","Married",NA,"Female","United States"
452,2017,"Program Coordinator",38000,NA,42,"White","Single",NA,"Female","United States"
2759,2017,"Professor",37879,"Department 94",56,"Asian","Married",NA,"Female","United States"
37,2017,"Program Coordinator",37723,NA,35,"White","Married",NA,"Female","United States"
2581,2017,"Academic Advisor",37575,"Department 45",51,"White","Divorced",NA,"Female","United States"
2079,2017,"Accountant",37440,NA,26,"White","Single",NA,"Female","United States"
1031,2017,"General Maintenance Mech, Lead",37298,"Department 98",39,"Hispanic/Latino","Married","No Preference Indicated","Male","United States"
930,2017,"Associate Clinical Professor",37236,NA,82,"White","Married",NA,"Female","United States"
3195,2017,"Director",37202,"Department 99",51,"White","Married",NA,"Female","United States"
797,2017,"Assistant Professor",36720,"Department 22",45,"White","Married",NA,"Female","United States"
2932,2017,"Coordinator",36624,NA,57,"White","Divorced",NA,"Female","United States"
838,2017,"Program Coordinator",36624,NA,42,"Hispanic/Latino","Single","Catholic, Roman","Female","United States"
1434,2017,"Administrative Associate",36500,NA,51,"American Indian/Alaska Native","Divorced","No Preference Indicated","Female","United States"
381,2017,"Academic Advisor",36386,NA,45,"White","Single",NA,"Female","United States"
58,2017,"Program Coordinator",36000,NA,41,"White","Married",NA,"Male","United States"
193,2017,"Program Coordinator",36000,NA,35,"White","Single",NA,"Female","United States"
965,2017,"Program Coordinator",35557,NA,41,"White","Single","No Preference Indicated","Female","United States"
